2*x^23+y^3
x: -10, y: -10, z: -2.05688e+62
x: -10, y: -9.8, z: -2.05688e+62
x: -10, y: -9.6, z: -2.05688e+62
x: -10, y: -9.4, z: -2.05688e+62
x: -10, y: -9.2, z: -2.05688e+62
x: -10, y: -9, z: -2.05688e+62
x: -10, y: -8.8, z: -2.05688e+62
x: -10, y: -8.6, z: -2.05688e+62
x: -10, y: -8.4, z: -2.05688e+62
x: -10, y: -8.2, z: -2.05688e+62
x: -10, y: -8, z: -2.05688e+62
x: -10, y: -7.8, z: -2.05688e+62
x: -10, y: -7.6, z: -2.05688e+62
x: -10, y: -7.4, z: -2.05688e+62
x: -10, y: -7.2, z: -2.05688e+62
x: -10, y: -7, z: -2.05688e+62
x: -10, y: -6.8, z: -2.05688e+62
x: -10, y: -6.6, z: -2.05688e+62
x: -10, y: -6.4, z: -2.05688e+62
x: -10, y: -6.2, z: -2.05688e+62
x: -10, y: -6, z: -2.05688e+62
x: -10, y: -5.8, z: -2.05688e+62
x: -10, y: -5.6, z: -2.05688e+62
x: -10, y: -5.4, z: -2.05688e+62
x: -10, y: -5.2, z: -2.05688e+62
x: -10, y: -5, z: -2.05688e+62
x: -10, y: -4.8, z: -2.05688e+62
x: -10, y: -4.6, z: -2.05688e+62
x: -10, y: -4.4, z: -2.05688e+62
x: -10, y: -4.2, z: -2.05688e+62
x: -10, y: -4, z: -2.05688e+62
x: -10, y: -3.8, z: -2.05688e+62
x: -10, y: -3.6, z: -2.05688e+62
x: -10, y: -3.4, z: -2.05688e+62
x: -10, y: -3.2, z: -2.05688e+62
x: -10, y: -3, z: -2.05688e+62
x: -10, y: -2.8, z: -2.05688e+62
x: -10, y: -2.6, z: -2.05688e+62
x: -10, y: -2.4, z: -2.05688e+62
x: -10, y: -2.2, z: -2.05688e+62
x: -10, y: -2, z: -2.05688e+62
x: -10, y: -1.8, z: -2.05688e+62
x: -10, y: -1.6, z: -2.05688e+62
x: -10, y: -1.4, z: -2.05688e+62
x: -10, y: -1.2, z: -2.05688e+62
x: -10, y: -1, z: -2.05688e+62
x: -10, y: -0.8, z: -2.05688e+62
x: -10, y: -0.6, z: -2.05688e+62
x: -10, y: -0.4, z: -2.05688e+62
x: -10, y: -0.2, z: -2.05688e+62
x: -10, y: -2.05391e-15, z: -2.05688e+62
x: -10, y: 0.2, z: -5.90296e+20
x: -10, y: 0.4, z: -5.90296e+20
x: -10, y: 0.6, z: -5.90296e+20
x: -10, y: 0.8, z: -5.90296e+20
x: -10, y: 1, z: -5.90296e+20
x: -10, y: 1.2, z: -5.90296e+20
x: -10, y: 1.4, z: -5.90296e+20
x: -10, y: 1.6, z: -5.90296e+20
x: -10, y: 1.8, z: -5.90296e+20
x: -10, y: 2, z: -5.90296e+20
x: -10, y: 2.2, z: -5.90296e+20
x: -10, y: 2.4, z: -5.90296e+20
x: -10, y: 2.6, z: -5.90296e+20
x: -10, y: 2.8, z: -5.90296e+20
x: -10, y: 3, z: -5.90296e+20
x: -10, y: 3.2, z: -5.90296e+20
x: -10, y: 3.4, z: -5.90296e+20
x: -10, y: 3.6, z: -5.90296e+20
x: -10, y: 3.8, z: -5.90296e+20
x: -10, y: 4, z: -5.90296e+20
x: -10, y: 4.2, z: -5.90296e+20
x: -10, y: 4.4, z: -5.90296e+20
x: -10, y: 4.6, z: -5.90296e+20
x: -10, y: 4.8, z: -5.90296e+20
x: -10, y: 5, z: -5.90296e+20
x: -10, y: 5.2, z: -5.90296e+20
x: -10, y: 5.4, z: -5.90296e+20
x: -10, y: 5.6, z: -5.90296e+20
x: -10, y: 5.8, z: -5.90296e+20
x: -10, y: 6, z: -5.90296e+20
x: -10, y: 6.2, z: -5.90296e+20
x: -10, y: 6.4, z: -5.90296e+20
x: -10, y: 6.6, z: -5.90296e+20
x: -10, y: 6.8, z: -5.90296e+20
x: -10, y: 7, z: -5.90296e+20
x: -10, y: 7.2, z: -5.90296e+20
x: -10, y: 7.4, z: -5.90296e+20
x: -10, y: 7.6, z: -5.90296e+20
x: -10, y: 7.8, z: -5.90296e+20
x: -10, y: 8, z: -5.90296e+20
x: -10, y: 8.2, z: -5.90296e+20
x: -10, y: 8.4, z: -5.90296e+20
x: -10, y: 8.6, z: -5.90296e+20
x: -10, y: 8.8, z: -5.90296e+20
x: -10, y: 9, z: -5.90296e+20
x: -10, y: 9.2, z: -5.90296e+20
x: -10, y: 9.4, z: -5.90296e+20
x: -10, y: 9.6, z: -5.90296e+20
x: -10, y: 9.8, z: -5.90296e+20
x: -10, y: 10, z: -5.90296e+20
x: -9.8, y: -10, z: -3.58532e+61
x: -9.8, y: -9.8, z: -3.58532e+61
x: -9.8, y: -9.6, z: -3.58532e+61
x: -9.8, y: -9.4, z: -3.58532e+61
x: -9.8, y: -9.2, z: -3.58532e+61
x: -9.8, y: -9, z: -3.58532e+61
x: -9.8, y: -8.8, z: -3.58532e+61
x: -9.8, y: -8.6, z: -3.58532e+61
x: -9.8, y: -8.4, z: -3.58532e+61
x: -9.8, y: -8.2, z: -3.58532e+61
x: -9.8, y: -8, z: -3.58532e+61
x: -9.8, y: -7.8, z: -3.58532e+61
x: -9.8, y: -7.6, z: -3.58532e+61
x: -9.8, y: -7.4, z: -3.58532e+61
x: -9.8, y: -7.2, z: -3.58532e+61
x: -9.8, y: -7, z: -3.58532e+61
x: -9.8, y: -6.8, z: -3.58532e+61
x: -9.8, y: -6.6, z: -3.58532e+61
